objectid,cross2,notes,orderid,title,description,creator,location,date,dateCreated:start,dateCreated:end,type,content_type,format,subject,subject#0,subject#1,subject#2,subject#3,subject#4,subject#5,filename,customtext:LCHSObjectID,rights,location:placename/en2,locationCreated:placename,display_template,object_location,image_small,image_thumb
01-01-125,01-01-125,,,"Aerial view of Moscow, Idaho looking south","An aerial view of Moscow, Idaho showing Main Street and Highway 95 going south.",,"Moscow, Idaho",1960,1960,1969,Image;StillImage,,image/jpeg,Moscow; Idaho; Main Street; Highway 95; Downtown,Moscow,Idaho,Main Street,Highway 95,Downtown,,01-01-125.jpg,01-01-125,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-125.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-125_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-125_th.jpg
01-01-126,01-01-126,,,"Aerial view of Moscow, Idaho looking south","An aerial view of Moscow, Idaho looking south, shwoing Main Street, railroad and associated warehouses.",,"Moscow, Idaho",1960,1960,1969,Image;StillImage,,image/jpeg,Moscow; Idaho; Main Street; Downtown; Railroad; Warehouse,Moscow,Idaho,Main Street,Downtown,Railroad,Warehouse,01-01-126.jpg,01-01-126,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-126.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-126_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-126_th.jpg
01-01-127,01-01-127,,,"Aerial view of Moscow, Idaho looking south","An aerial view of Moscow, Idaho showing Main Street and Highway 95 going south.",,"Moscow, Idaho",1960,1960,1969,Image;StillImage,,image/jpeg,Moscow; Idaho; Main Street; Highway 95; Downtown,Moscow,Idaho,Main Street,Highway 95,Downtown,,01-01-127.jpg,01-01-127,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-127.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-127_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-127_th.jpg
01-01-128,01-01-128,,,"Aerial view of Moscow, Idaho looking east","Aerial view of Moscow, Idaho looking east from Main Street",,"Moscow, Idaho",1960,1960,1969,Image;StillImage,,image/jpeg,Moscow; Idaho; Residential; Main Street,Moscow,Idaho,Residential,Main Street,,,01-01-128.jpg,01-01-128,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-128.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-128_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-128_th.jpg
01-01-129,01-01-129,,,"Aerial view of Moscow, Idaho looking northwest","Aerial view of Moscow, Idaho in color looking northwest.",,"Moscow, Idaho",,,,Image;StillImage,,image/jpeg,Moscow; Idaho; Aerial; Residential; Farmland; Palouse,Moscow,Idaho,Aerial,Residential,Farmland,Palouse,01-01-129.jpg,01-01-129,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-129.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-129_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-129_th.jpg
01-01-130,01-01-130,,,"No 62 Looking N.E. from University of Idaho Moscow, Idaho","A view of Moscow, Idaho looking N.E. from the University of Idaho",,"Moscow, Idaho",,,,Image;StillImage,,image/jpeg,Moscow; Idaho; University of Idaho; Moscow Mountain,Moscow,Idaho,University of Idaho,Moscow Mountain,,,01-01-130.jpg,01-01-130,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-130.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-130_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-130_th.jpg
01-01-131,01-01-131,,,Moscow from courthouse,A panoramic photograph from the Latah County Court House rooftop.,,"Moscow, Idaho",1901,1901,,Image;StillImage,,image/jpeg,Moscow; Idaho,Moscow,Idaho,,,,,01-01-131.jpg,01-01-131,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-131.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-131_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-131_th.jpg
01-01-132,01-01-132,,,"Overhead view of Moscow, Idaho","Overhead view of Moscow, Idaho from 5,000 feet on a clear day. Stamped ""Official US Navy Photo.""","Johnson, Walt","Moscow, Idaho",1972-06-21,1972-06-21,,Image;StillImage,,image/jpeg,Moscow; Idaho; Overhead; University of Idaho; Main Street; Residential,Moscow,Idaho,Overhead,University of Idaho,Main Street,Residential,01-01-132.jpg,01-01-132,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-132.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-132_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-132_th.jpg
01-01-133,01-01-133,,,"A view of the palouse covered in snow near Moscow, Idaho","Moscow in winter, 1969, looking SE from top of hill past Guy Nearing's house","Talbott, John","Moscow, Idaho",1969,1969,,Image;StillImage,,image/jpeg,Moscow; Idaho; Winter; Palouse,Moscow,Idaho,Winter,Palouse,,,01-01-133.jpg,01-01-133,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-133.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-133_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-133_th.jpg
01-01-136,01-01-136,,,"A horse in a pasture near Moscow, Idaho","Moscow outskirts, horse in a pasture.  View is East from Deakin Ext. and with Alma Keeling's barn on the left and Tomer's Butte in the background on the right.","Talbott, John","Moscow, Idaho",1950,1950,,Image;StillImage,,image/jpeg,Moscow; Idaho; Horse; Pasture; Tomer Butte,Moscow,Idaho,Horse,Pasture,Tomer Butte,,01-01-136.jpg,01-01-136,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-136.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-136_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-136_th.jpg
01-01-137,01-01-137,,,"A horse in a pasture near Moscow, Idaho","This image shows a horse at a fence, looking southwest from Deakin Ext. toward Ridge Road in Moscow, Idaho.","Talbott, John","Moscow, Idaho",1950,1950,,Image;StillImage,,image/jpeg,Moscow; Idaho; Horse; Fence,Moscow,Idaho,Horse,Fence,,,01-01-137.jpg,01-01-137,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-137.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-137_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-137_th.jpg
01-01-138,01-01-138,,,"The old depot site in Moscow, Idaho",Color photo looking west on 6th Street at the Unviersity of Idaho showing the railroad tracks and old depot site.,,"Moscow, Idaho",,,,Image;StillImage,,image/jpeg,Moscow; Idaho; Kibbie Dome; Taco Time; Latah County Grain Growers; Railroad,Moscow,Idaho,Kibbie Dome,Taco Time,Latah County Grain Growers,Railroad,01-01-138.jpg,01-01-138,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-138.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-138_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-138_th.jpg
01-01-139,01-01-139,,,"Moscow, Idaho from the Unviersity of Idaho northeast","A view of Moscow, Idaho lookinging northeast from the University of Idaho.  Neale Stadium is seen in the foreground on the left.  Moscow Mountain can be seen in the distance.",,"Moscow, Idaho",1950,1950,1959,Image;StillImage,,image/jpeg,Moscow; Idaho; University of Idaho; Agriculture; Moscow Mountain,Moscow,Idaho,University of Idaho,Agriculture,Moscow Mountain,,01-01-139.jpg,01-01-139,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-139.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-139_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-139_th.jpg
01-01-140,01-01-140,,,"Landscape photograph of Moscow, Idaho","A landscape photograph of Moscow, Idaho looking North with views of Main Street, the Railroad and associated buildings with some views of the Residential neighborhoods.",,"Moscow, Idaho",1950,1950,1959,Image;StillImage,,image/jpeg,Aerial; Main Street; Railroad; Depot; Downtown; Trees,Aerial View,Main Street,Railroad,Depot,Downtown,Trees,01-01-140.jpg,01-01-140,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-140.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-140_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-140_th.jpg
01-01-141,01-01-141,,,"Landscape photograph of Moscow, Idaho","A landscape photograph of Moscow, Idaho looking east from approximately First Street to 8th Street, showing downtown, grain elevators, high school, Latah County Courthouse, trees and some fields to the east.",,"Moscow, Idaho",,,,Image;StillImage,,image/jpeg,Aerial; Downtown; Grain elevators; Trees; Courthouse; High School,Aerial View,Downtown,Grain elevators,Trees,Courthouse,High School,01-01-141.jpg,01-01-141,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-141.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-141_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-141_th.jpg
01-01-142,01-01-142,,,"Landscape photograph of Moscow, Idaho","A landscape photograph of Moscow, Idaho looking northeast with views of the standpipe, schools and row of sheds and homes in foreground, Moscow Mountain in background.",,"Moscow, Idaho",,,,Image;StillImage,,image/jpeg,Aerial; standpipe; Early Moscow; Schools; Moscow Mountain,Aerial View,Standpipe,Early Moscow,Schools,Moscow Mountain,,01-01-142.jpg,01-01-142,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-142.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-142_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-142_th.jpg
01-01-143,01-01-143,,,"Stereoptic panoramic view of Moscow, Idaho","A panoramic view of Moscow, Idaho.",O. W. Watson Co.,"Moscow, Idaho",1904,1904,1912,Image;StillImage,,image/jpeg,Stereoscopic; Residential,Stereoscopic,Residential,,,,,01-01-143.jpg,01-01-143,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-143.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-143_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-143_th.jpg
01-01-144,01-01-144,,,"Stereoptic panoramic view of Moscow, Idaho","Moscow, the pride of Paradise Valley in Mid-winter.  Image shows residential and downtown areas.",Olof P. Larsen,"Moscow, Idaho",1904,1904,1912,Image;StillImage,,image/jpeg,Stereoscopic; Landscape; Residential; Commercial,Stereoscopic,Landscape,Residential,Commercial,,,01-01-144.jpg,01-01-144,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-144.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-144_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-144_th.jpg
01-01-145,01-01-145,,,"Stereoptic panoramic view of Moscow, Idaho","Moscow, the pride of Paradise Valley in Mid-winter.  Image shows residential and downtown areas.",Olof P. Larsen,"Moscow, Idaho",1904,1904,1912,Image;StillImage,,image/jpeg,Stereoscopic; Landscape; Residential; Commercial,Stereoscopic,Landscape,Residential,Commercial,,,01-01-145.jpg,01-01-145,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-145.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-145_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-145_th.jpg
01-01-146,01-01-146,,,"Stereoptic panoramic view of Moscow, Idaho","Looking southwest from the Latah County Court House in Moscow, Idaho.  This image shows the residential areas of Moscow.",Olof P. Larsen,"Moscow, Idaho",1904,1904,1912,Image;StillImage,,image/jpeg,Stereoscopic; Residential; Landscape,Stereoscopic,Residential,Landscape,,,,01-01-146.jpg,01-01-146,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-146.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-146_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-146_th.jpg
01-01-147,01-01-147,,,"Stereoptic panoramic view of Moscow, Idaho","Looking Nnorth along Adams Street in Moscow, Idaho. This image shows the First United Methodist Church, Moscow High School prior to 1912.",Olof P. Larsen,"Moscow, Idaho",1904,1904,1912,Image;StillImage,,image/jpeg,United Methodist Church; School; Snow; Winter; Stereoscopic,United Methodist Church,School,Snow,Winter,Stereoscopic,,01-01-147.jpg,01-01-147,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-147.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-147_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-147_th.jpg
01-01-148,01-01-148,,,"Stereoptic panoramic view of Moscow, Idaho","Looking northeast from the Latah County Courthouse in Moscow, Idaho, showing residential area of Moscow, Idaho.",Olof P. Larsen,"Moscow, Idaho",1904,1904,1912,Image;StillImage,,image/jpeg,Stereoscopic; Landscape; Chimney; Residences; Snow,Stereoscopic,Landscape,Chimney,Residences,snow,,01-01-148.jpg,01-01-148,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-148.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-148_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-148_th.jpg
