identifier,title,description,creator,location,date,dateCreated:start,dateCreated:end,type,content_type,format,subject,subject#0,subject#1,subject#2,subject#3,subject#4,subject#5,filename,customtext:LCHSObjectID,rights,location:placename/en2,locationCreated:placename,object_thumb,object_location,reference_url
"01-05-240","McConnell Mansion","McConnell Mansion Exterior, snow","","Moscow, ID","1989","1989","","Image;StillImage","","image/jpeg","Residential; McConnell Mansion; Idaho","Residential","McConnell Mansion","","","","Idaho","01-05-240.jpg","01-05-240","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-240_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-240.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-240.html"
"01-05-241","McConnell Mansion in winter","McConnell Mansion Exterior, snow","","Moscow, ID","1989","1989","","Image;StillImage","","image/jpeg","Residential; McConnell Mansion; Idaho","Residential","McConnell Mansion","","","","Idaho","01-05-241.jpg","01-05-241","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-241_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-241.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-241.html"
"01-05-242","McConnell Mansion in winter","McConnell Mansion Exterior, snow","","Moscow, ID","1989","1989","","Image;StillImage","","image/jpeg","Residential; McConnell Mansion; Idaho","Residential","McConnell Mansion","","","","Idaho","01-05-242.jpg","01-05-242","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-242_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-242.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-242.html"
"01-05-243","McConnell Mansion in winter","McConnell Mansion Exterior, snow","","Moscow, ID","1989","1989","","Image;StillImage","","image/jpeg","Residential; McConnell Mansion; Idaho","Residential","McConnell Mansion","","","","Idaho","01-05-243.jpg","01-05-243","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-243_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-243.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-243.html"
"01-05-244","Eugene Buchanan home","Eugene Buchanan home (family in front) Donor: Howard Buchanan","","Moscow, ID","","","","Image;StillImage","","image/jpeg","Residential; Buchanan, Eugene; Eugene Buchanan home; Idaho","Residential","Buchanan, Eugene","Eugene Buchanan home","","","Idaho","01-05-244.jpg","01-05-244","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-244_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-244.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-244.html"
"01-05-248","Girls on steps of Shield&#39;s home","Mary Shield&#39;s home, girls on front steps Donor: Loyal Talbott","","Moscow, ID","1899","1899","","Image;StillImage","","image/jpeg","Residential; Idaho","Residential","","","","","Idaho","01-05-248.jpg","01-05-248","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-248_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-248.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-248.html"
"01-05-249","216 E Second St (Lew home)","Mi and Marie Lew home at 216 East Second St, Moscow Donor: Marie Lew","","Moscow, ID","1950","1950","","Image;StillImage","","image/jpeg","Residential; Idaho","Residential","","","","","Idaho","01-05-249.jpg","01-05-249","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-249_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-249.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-249.html"
"01-05-250","412 N Howard St (Charles Moore home)","Charles Moore home, 412 North Howard, Moscow Donor: Ralph Kimball","","Moscow, ID","1900","ca.1900","","Image;StillImage","","image/jpeg","Residential; Idaho","Residential","","","","","Idaho","01-05-250.jpg","01-05-250","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-250_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-250.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-250.html"
"01-05-251","Lieuallen home","Lieuallen house, at West First and Almon Sts, Moscow, owned by donor, Donor: M/M Kotter","","Moscow, ID","1992","1992","","Image;StillImage","","image/jpeg","Residential; Lieuallen house; Idaho","Residential","Lieuallen home","","","","Idaho","01-05-251.jpg","01-05-251","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-251_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-251.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-251.html"
"01-05-252","Lieuallen house","Lieuallen house at west end of First St. on Almon Ave. Donor: Dick Beck","","Moscow, ID","1992","1992","","Image;StillImage","","image/jpeg","Residential; Lieuallen house; Idaho","Residential","Lieuallen house","","","","Idaho","01-05-252.jpg","01-05-252","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-252_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-252.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-252.html"
"01-05-253","W. A. Sheets house","W. A. Sheets house, 923 S. Jefferson Donor: Al Hofmann","","Moscow, ID","1940","1940","","Image;StillImage","","image/jpeg","Residential; W. A. Sheets house Idaho","Residential","W. A. Sheets house","","","","Idaho","01-05-253.jpg","01-05-253","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-253_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-253.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-253.html"
"01-05-254","W A Sheets home","W. A. Sheets house, 923 S. Jefferson Donor: Al Hofmann","","Moscow, ID","1940","1940","","Image;StillImage","","image/jpeg","Residential; W. A. Sheets house Idaho","Residential","W A Sheets home","","","","Idaho","01-05-254.jpg","01-05-254","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-254_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-254.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-254.html"
"01-05-255","W. A. Sheets home","W. A. Sheets house, 800 block of South Jefferson, William Sheets on back porch","","Moscow, ID","1941","1941","","Image;StillImage","","image/jpeg","Residential; W. A. Sheets house Idaho","Residential","W. A. Sheets home","","","","Idaho","01-05-255.jpg","01-05-255","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-255_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-255.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-255.html"
"01-05-256","1898 home interior","1898 home interior,  most likely in Moscow","","Moscow, ID","1898","1898","","Image;StillImage","","image/jpeg","Residential; Idaho","Residential","","","","","Idaho","01-05-256.jpg","01-05-256","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-256_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-256.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-256.html"
"01-05-257","1898 home interior","1898 home interior,  most likely in Moscow (dining room)","","Moscow, ID","1898","1898","","Image;StillImage","","image/jpeg","Residential; Idaho","Residential","","","","","Idaho","01-05-257.jpg","01-05-257","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-257_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-257.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-257.html"
"01-05-258","1898 home interior","1898 home interior,  most likely in Moscow (view from parlor into bedroom)","","Moscow, ID","1898","1898","","Image;StillImage","","image/jpeg","Residential; Idaho","Residential","","","","","Idaho","01-05-258.jpg","01-05-258","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-258_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-258.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-258.html"
"01-05-259","1898 home interior","1898 home interior,  most likely in Moscow (corner of parlor taken by electric light)","","Moscow, ID","1898","1898","","Image;StillImage","","image/jpeg","Residential; Idaho","Residential","","","","","Idaho","01-05-259.jpg","01-05-259","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-259_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-259.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-259.html"
"01-05-261","home interior","Home interior, Donor: Lillian Otness","","Moscow, ID","","","","Image;StillImage","","image/jpeg","Residential; Idaho","Residential","","","","","Idaho","01-05-261.jpg","01-05-261","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-261_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-261.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-261.html"
"01-05-262","West on C Street","C Street, Packard car, Donor: B. Cross","","Moscow, ID","1950","1950s","","Image;StillImage","","image/jpeg","Residential; Idaho","Residential","","","","","Idaho","01-05-262.jpg","01-05-262","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-262_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-262.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-262.html"
"01-05-263","Home, unknown","Home, unknown Donor: B Cross","","Moscow, ID","1950","1950s","","Image;StillImage","","image/jpeg","Residential; Idaho","Residential","","","","","Idaho","01-05-263.jpg","01-05-263","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-263_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-263.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-263.html"
"01-05-264","Home, unknown","Home, unknown Donor: B Cross","","Moscow, ID","1950","1950s","","Image;StillImage","","image/jpeg","Residential; Idaho","Residential","","","","","Idaho","01-05-264.jpg","01-05-264","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-264_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-264.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-264.html"
"01-05-265","Home, unknown","Home, unknown Donor: B Cross","","Moscow, ID","1950","1950s","","Image;StillImage","","image/jpeg","Residential; Idaho","Residential","","","","","Idaho","01-05-265.jpg","01-05-265","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-265_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-265.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-265.html"
